ShapaId,TouchID,NumOfPointers,PointerID,Action,TimeSinceFirstTouch[ms],X[px],Y[px],Pressure[0-1],Size[0-1]
1,1,1,1,DOWN,0,869.32086,227.68414,0.023529414,0.19354838
1,1,1,1,MOVE,32,869.32086,225.68665,0.058823533,0.48387095
1,1,2,1,MOVE,32,869.32086,225.68665,0.058823533,0.48387095
1,1,2,2,DOWN,32,961.249,281.61673,0.023529414,0.19354838
1,1,2,1,MOVE,43,869.32086,224.59857,0.07058824,0.58064514
1,1,2,2,MOVE,43,961.249,280.61798,0.03529412,0.29032257
1,1,2,1,MOVE,60,869.32086,222.3801,0.08235294,0.6774193
1,1,2,2,MOVE,60,961.249,279.96347,0.04705883,0.38709676
1,1,2,1,MOVE,76,869.32086,219.28238,0.098039225,0.80645156
1,1,2,2,MOVE,76,961.249,278.4146,0.0627451,0.516129
1,1,2,1,MOVE,96,869.32086,216.69788,0.1137255,0.9354838
1,1,2,2,MOVE,96,961.249,277.62173,0.078431375,0.6451613
1,1,3,1,MOVE,96,869.32086,216.69788,0.1137255,0.9354838
1,1,3,2,MOVE,96,961.249,277.62173,0.078431375,0.6451613
1,1,3,3,DOWN,96,723.4348,253.6517,0.015686275,0.12903225
1,1,3,1,MOVE,110,869.32086,214.08434,0.121568635,1.0
1,1,3,2,MOVE,110,961.249,276.31497,0.08235294,0.6774193
1,1,3,3,MOVE,110,722.4356,252.65295,0.019607844,0.16129032
1,1,3,1,MOVE,126,870.17206,209.15169,0.12941177,0.12903225
1,1,3,2,MOVE,126,961.249,275.7722,0.08627451,0.7096774
1,1,3,3,MOVE,126,721.5844,251.80212,0.023529414,0.19354838
1,1,3,1,MOVE,143,870.32007,204.50873,0.13725491,0.12903225
1,1,3,2,MOVE,143,961.249,272.82477,0.09411766,0.7741935
1,1,3,3,MOVE,143,720.03595,250.25446,0.03137255,0.2580645
1,1,3,1,MOVE,159,870.32007,199.8203,0.14117648,0.12903225
1,1,3,2,MOVE,159,960.28357,270.69794,0.098039225,0.80645156
1,1,3,3,MOVE,159,719.4717,249.6904,0.03529412,0.29032257
1,1,3,1,MOVE,176,870.32007,196.72285,0.14901961,0.12903225
1,1,3,2,MOVE,176,960.2498,267.63422,0.10588236,0.87096775
1,1,3,3,MOVE,176,717.9391,248.15857,0.043137256,0.3548387
1,1,3,1,MOVE,192,869.32086,193.5798,0.15686275,0.16129032
1,1,3,2,MOVE,192,958.1779,263.41904,0.1137255,0.9354838
1,1,3,3,MOVE,192,715.2942,246.58704,0.050980397,0.41935483
1,1,3,1,MOVE,209,867.7012,190.48883,0.16078432,0.16129032
1,1,3,2,MOVE,209,957.6309,260.40143,0.11764707,0.9677419
1,1,3,3,MOVE,209,713.201,245.04156,0.054901965,0.4516129
1,1,3,1,MOVE,225,867.3224,188.56029,0.16862746,0.16129032
1,1,3,2,MOVE,225,956.0803,256.1303,0.1254902,0.12903225
1,1,3,3,MOVE,225,710.0997,242.32034,0.058823533,0.48387095
1,1,3,1,MOVE,242,865.59534,185.28026,0.17254902,0.16129032
1,1,3,2,MOVE,242,954.5259,253.19537,0.12941177,0.12903225
1,1,3,3,MOVE,242,706.9907,240.21158,0.0627451,0.516129
1,1,3,1,MOVE,259,865.324,183.46541,0.1764706,0.16129032
1,1,3,2,MOVE,259,952.98145,251.3805,0.12941177,0.12903225
1,1,3,3,MOVE,259,705.17505,238.39676,0.06666667,0.54838705
1,1,3,1,MOVE,277,863.3255,179.74408,0.18039216,0.16129032
1,1,3,2,MOVE,277,951.25684,247.65918,0.12941177,0.12903225
1,1,3,3,MOVE,277,701.45197,235.67416,0.07450981,0.61290324
1,1,4,1,MOVE,277,863.3255,179.74408,0.18039216,0.16129032
1,1,4,2,MOVE,277,951.25684,247.65918,0.12941177,0.12903225
1,1,4,3,MOVE,277,701.45197,235.67416,0.07450981,0.61290324
1,1,4,4,DOWN,277,610.523,528.30835,0.019607844,0.16129032
1,1,4,1,MOVE,292,861.9532,178.37234,0.18039216,0.16129032
1,1,4,2,MOVE,292,949.8845,246.28748,0.12941177,0.12903225
1,1,4,3,MOVE,292,700.07965,234.30246,0.078431375,0.6451613
1,1,4,4,MOVE,292,609.5238,527.30963,0.023529414,0.19354838
1,1,4,1,MOVE,308,861.3271,174.93698,0.18431373,0.16129032
1,1,4,2,MOVE,308,948.35254,244.75626,0.12941177,0.12903225
1,1,4,3,MOVE,308,696.64264,232.77124,0.08235294,0.6774193
1,1,4,4,MOVE,308,608.618,526.4042,0.027450982,0.22580644
1,1,4,1,MOVE,309,861.3271,174.75032,0.18431373,0.16129032
1,1,4,2,MOVE,309,948.25916,244.66293,0.12941177,0.12903225
1,1,4,3,MOVE,309,696.4559,232.67792,0.08627451,0.7096774
1,1,4,4,MOVE,309,608.5246,526.31085,0.03137255,0.2580645
1,1,4,4,UP,320,608.5246,526.31085,0.03137255,0.2580645
1,1,4,1,MOVE,320,861.3271,174.75032,0.18431373,0.16129032
1,1,4,2,MOVE,320,948.25916,244.66293,0.12941177,0.12903225
1,1,4,3,MOVE,320,696.4559,232.67792,0.08627451,0.7096774
1,1,3,1,MOVE,325,859.8709,173.29483,0.18431373,0.16129032
1,1,3,2,MOVE,325,946.803,243.20743,0.12941177,0.12903225
1,1,3,3,MOVE,325,694.9997,231.22241,0.09019608,0.7419355
1,1,3,1,MOVE,341,859.3287,169.73436,0.18431373,0.16129032
1,1,3,2,MOVE,341,946.24963,242.65433,0.12941177,0.12903225
1,1,3,3,MOVE,341,693.44714,229.67056,0.10588236,0.87096775
1,1,3,1,MOVE,358,857.7664,168.1951,0.18431373,0.16129032
1,1,3,2,MOVE,358,945.26154,241.66669,0.12941177,0.12903225
1,1,3,3,MOVE,358,691.89606,228.12018,0.10980393,0.9032258
1,1,3,1,MOVE,374,857.3302,167.75905,0.18823531,0.19354838
1,1,3,2,MOVE,374,944.1552,240.56088,0.12941177,0.12903225
1,1,3,3,MOVE,374,690.3535,226.57837,0.1254902,0.12903225
1,1,3,1,MOVE,384,856.331,166.7603,0.19215688,0.19354838
1,1,3,2,MOVE,384,943.26306,239.66916,0.12941177,0.12903225
1,1,3,3,MOVE,384,689.46136,225.68665,0.13333334,0.12903225
1,1,4,1,MOVE,384,856.331,166.7603,0.19215688,0.19354838
1,1,4,2,MOVE,384,943.26306,239.66916,0.12941177,0.12903225
1,1,4,3,MOVE,384,689.46136,225.68665,0.13333334,0.12903225
1,1,4,5,DOWN,384,607.5254,524.31335,0.023529414,0.19354838
1,1,4,1,MOVE,408,855.3318,165.76155,0.19607845,0.19354838
1,1,4,2,MOVE,408,942.1529,238.55951,0.12941177,0.12903225
1,1,4,3,MOVE,408,688.3512,224.57701,0.14901961,0.12903225
1,1,4,5,MOVE,408,607.5254,524.31335,0.04705883,0.38709676
1,1,4,1,MOVE,424,853.7394,164.16994,0.20000002,0.19354838
1,1,4,2,MOVE,424,941.26465,237.67166,0.12941177,0.12903225
1,1,4,3,MOVE,424,687.4629,223.68915,0.15686275,0.16129032
1,1,4,5,MOVE,424,607.5254,524.31335,0.058823533,0.48387095
1,1,4,1,MOVE,441,853.3333,163.76405,0.20784315,0.19354838
1,1,4,2,MOVE,441,940.17896,236.58646,0.12941177,0.12903225
1,1,4,3,MOVE,441,686.3772,222.60394,0.16862746,0.16129032
1,1,4,5,MOVE,441,607.5254,524.31335,0.078431375,0.6451613
1,1,4,1,MOVE,457,852.3341,162.19978,0.20784315,0.19354838
1,1,4,2,MOVE,457,939.2662,235.67416,0.12941177,0.12903225
1,1,4,3,MOVE,457,685.4645,221.69164,0.17254902,0.16129032
1,1,4,5,MOVE,457,607.5254,524.31335,0.08627451,0.7096774
1,1,4,1,MOVE,474,852.3341,161.76654,0.20784315,0.19354838
1,1,4,2,MOVE,474,938.2295,234.63794,0.12941177,0.12903225
1,1,4,3,MOVE,474,684.4278,221.69164,0.18039216,0.16129032
1,1,4,5,MOVE,474,607.5254,524.31335,0.098039225,0.80645156
1,1,4,1,MOVE,490,850.8353,160.26842,0.20784315,0.19354838
1,1,4,2,MOVE,490,938.26697,233.1773,0.12941177,0.12903225
1,1,4,3,MOVE,490,682.96643,221.69164,0.18431373,0.16129032
1,1,4,5,MOVE,490,606.0265,522.8153,0.10196079,0.83870965
1,1,4,1,MOVE,507,851.3349,159.76904,0.20784315,0.19354838
1,1,4,2,MOVE,507,938.26697,232.67139,0.12941177,0.12903225
1,1,4,3,MOVE,507,682.46027,221.69164,0.18431373,0.16129032
1,1,4,5,MOVE,507,606.5261,523.31464,0.10980393,0.9032258
1,1,4,1,MOVE,524,851.3349,158.31541,0.20784315,0.19354838
1,1,4,2,MOVE,524,938.26697,231.2243,0.12941177,0.12903225
1,1,4,3,MOVE,524,681.0125,221.69164,0.18431373,0.16129032
1,1,4,5,MOVE,524,606.5261,523.31464,0.1137255,0.9354838
1,1,4,1,MOVE,540,851.3349,157.77155,0.21176472,0.19354838
1,1,4,2,MOVE,540,938.26697,230.72707,0.12941177,0.12903225
1,1,4,3,MOVE,540,680.5151,221.69164,0.18823531,0.19354838
1,1,4,5,MOVE,540,605.5269,522.31586,0.11764707,0.9677419
1,1,4,1,MOVE,557,851.3349,156.33041,0.21568629,0.19354838
1,1,4,2,MOVE,557,938.26697,229.2393,0.12941177,0.12903225
1,1,4,3,MOVE,557,679.0266,221.69164,0.18823531,0.19354838
1,1,4,5,MOVE,557,604.08514,520.8748,0.1254902,0.12903225
1,1,4,1,MOVE,573,850.4056,155.77403,0.21568629,0.19354838
1,1,4,2,MOVE,573,938.26697,229.68166,0.12941177,0.12903225
1,1,4,3,MOVE,573,678.53986,221.69164,0.18823531,0.19354838
1,1,4,5,MOVE,573,604.5277,521.31714,0.12941177,0.12903225
1,1,4,1,MOVE,590,850.3357,154.3522,0.21568629,0.19354838
1,1,4,2,MOVE,590,938.26697,228.25983,0.12941177,0.12903225
1,1,4,3,MOVE,590,677.0474,221.69164,0.19215688,0.19354838
1,1,4,5,MOVE,590,604.5277,521.31714,0.13725491,0.12903225
1,1,4,1,MOVE,606,850.3357,153.77654,0.21568629,0.19354838
1,1,4,2,MOVE,606,937.26776,228.6829,0.12941177,0.12903225
1,1,4,3,MOVE,606,676.57104,221.69164,0.19215688,0.19354838
1,1,4,5,MOVE,606,604.5277,521.31714,0.14117648,0.12903225
1,1,4,1,MOVE,623,850.3357,152.38947,0.22352943,0.22580644
1,1,4,2,MOVE,623,937.26776,227.2958,0.12941177,0.12903225
1,1,4,3,MOVE,623,675.0838,221.69164,0.19215688,0.19354838
1,1,4,5,MOVE,623,604.5277,521.31714,0.15686275,0.16129032
1,1,4,1,MOVE,639,850.3357,151.77902,0.22352943,0.22580644
1,1,4,2,MOVE,639,937.26776,227.68414,0.12941177,0.12903225
1,1,4,3,MOVE,639,674.614,221.69164,0.19215688,0.19354838
1,1,4,5,MOVE,639,604.5277,520.4592,0.16078432,0.16129032
1,1,4,1,MOVE,656,850.3357,150.45036,0.22352943,0.22580644
1,1,4,2,MOVE,656,937.26776,226.35548,0.12941177,0.12903225
1,1,4,3,MOVE,656,673.1438,221.69164,0.19607845,0.19354838
1,1,4,5,MOVE,656,604.5277,520.31836,0.17254902,0.16129032
1,1,4,1,MOVE,673,850.3357,150.78027,0.22352943,0.22580644
1,1,4,2,MOVE,673,936.44965,225.86766,0.12941177,0.12903225
1,1,4,3,MOVE,673,672.6557,221.69164,0.19607845,0.19354838
1,1,4,5,MOVE,673,604.5277,519.5007,0.1764706,0.16129032
1,1,4,1,MOVE,689,850.3357,150.78027,0.22352943,0.22580644
1,1,4,2,MOVE,689,936.26855,225.68665,0.12941177,0.12903225
1,1,4,3,MOVE,689,671.1773,221.69164,0.19607845,0.19354838
1,1,4,5,MOVE,689,604.5277,519.31964,0.18431373,0.16129032
1,1,4,1,MOVE,706,849.3364,150.78027,0.22352943,0.22580644
1,1,4,2,MOVE,706,936.26855,225.68665,0.12941177,0.12903225
1,1,4,3,MOVE,706,670.70233,221.69164,0.20000002,0.19354838
1,1,4,5,MOVE,706,604.5277,517.54816,0.18823531,0.19354838
