ShapaId,TouchID,NumOfPointers,PointerID,Action,TimeSinceFirstTouch[ms],X[px],Y[px],Pressure[0-1],Size[0-1]
1,1,1,1,DOWN,0,936.26855,654.15106,0.015686275,0.12903225
1,1,1,1,MOVE,24,936.26855,654.15106,0.023529414,0.19354838
1,1,1,1,MOVE,41,936.26855,654.15106,0.027450982,0.22580644
1,1,1,1,MOVE,57,936.26855,654.15106,0.03529412,0.29032257
1,1,1,1,MOVE,74,936.26855,654.15106,0.039215688,0.32258064
1,1,1,1,MOVE,90,936.26855,654.15106,0.04705883,0.38709676
1,1,1,1,MOVE,107,935.26935,654.15106,0.050980397,0.41935483
1,1,1,1,MOVE,123,933.7007,654.15106,0.050980397,0.41935483
1,1,1,1,MOVE,140,933.2709,654.15106,0.050980397,0.41935483
1,1,1,1,MOVE,157,931.5956,654.15106,0.050980397,0.41935483
1,1,1,1,MOVE,173,931.27246,654.15106,0.050980397,0.41935483
1,1,1,1,MOVE,190,929.4956,654.15106,0.050980397,0.41935483
1,1,1,1,MOVE,206,929.274,654.15106,0.050980397,0.41935483
1,1,1,1,MOVE,223,927.3939,654.15106,0.050980397,0.41935483
1,1,1,1,MOVE,239,927.2756,654.15106,0.050980397,0.41935483
1,1,1,1,MOVE,256,925.2905,654.15106,0.050980397,0.41935483
1,1,1,1,MOVE,273,923.74115,655.68634,0.054901965,0.4516129
1,1,1,1,MOVE,289,922.1855,657.2413,0.054901965,0.4516129
1,1,1,1,MOVE,306,920.64056,658.78546,0.058823533,0.48387095
1,1,1,1,MOVE,322,919.0876,660.33765,0.058823533,0.48387095
1,1,1,1,MOVE,339,918.53595,661.14233,0.058823533,0.48387095
1,1,1,1,MOVE,355,916.9917,661.14233,0.058823533,0.48387095
1,1,1,1,MOVE,372,917.2834,661.14233,0.058823533,0.48387095
1,1,1,1,MOVE,388,917.2834,661.14233,0.058823533,0.48387095
1,1,1,1,MOVE,405,836.5225,663.0417,0.058823533,0.48387095
1,1,1,1,MOVE,421,706.44806,664.638,0.0627451,0.516129
1,1,1,1,MOVE,438,665.4801,664.0832,0.07058824,0.58064514
1,1,1,1,MOVE,455,665.4801,663.13983,0.07450981,0.61290324
1,1,1,1,MOVE,471,665.4801,661.98846,0.09019608,0.7419355
1,1,1,1,MOVE,480,665.4801,660.14355,0.098039225,0.80645156
1,1,2,1,MOVE,480,665.4801,660.14355,0.098039225,0.80645156
1,1,2,2,DOWN,480,842.3419,571.2547,0.023529414,0.19354838
1,1,2,1,MOVE,504,665.4801,655.3737,0.10980393,0.9032258
1,1,2,2,MOVE,504,842.3419,570.2559,0.039215688,0.32258064
1,1,2,1,MOVE,521,666.2892,649.91754,0.1137255,0.9354838
1,1,2,2,MOVE,521,842.3419,567.44977,0.04705883,0.38709676
1,1,2,1,MOVE,537,666.4793,640.9803,0.12941177,0.12903225
1,1,2,2,MOVE,537,842.3419,563.17114,0.0627451,0.516129
1,1,2,1,MOVE,554,667.3947,631.68243,0.13333334,0.12903225
1,1,2,2,MOVE,554,842.3419,557.60724,0.07058824,0.58064514
1,1,2,1,MOVE,571,667.4785,622.4066,0.14117648,0.12903225
1,1,2,2,MOVE,571,842.3419,548.499,0.078431375,0.6451613
1,1,2,1,MOVE,587,667.4785,612.084,0.14509805,0.12903225
1,1,2,2,MOVE,587,842.3419,539.1751,0.08627451,0.7096774
1,1,2,1,MOVE,604,665.91077,599.6673,0.14901961,0.12903225
1,1,2,2,MOVE,604,841.7734,528.7559,0.09019608,0.7419355
1,1,2,1,MOVE,620,664.3614,587.27765,0.15686275,0.16129032
1,1,2,2,MOVE,620,841.3427,517.48456,0.098039225,0.80645156
1,1,2,1,MOVE,637,662.8083,574.8594,0.16078432,0.16129032
1,1,2,2,MOVE,637,840.3435,503.94806,0.10196079,0.83870965
1,1,2,1,MOVE,653,661.2588,561.2459,0.16862746,0.16129032
1,1,2,2,MOVE,653,840.3435,491.55756,0.10196079,0.83870965
1,1,2,1,MOVE,670,659.7082,548.2954,0.17254902,0.16129032
1,1,2,2,MOVE,670,839.5676,478.15955,0.10196079,0.83870965
1,1,2,1,MOVE,687,658.16034,535.69574,0.1764706,0.16129032
1,1,2,2,MOVE,687,839.34424,463.13556,0.10196079,0.83870965
1,1,2,1,MOVE,703,656.6056,521.2657,0.1764706,0.16129032
1,1,2,2,MOVE,703,838.34503,449.47403,0.10196079,0.83870965
1,1,2,1,MOVE,720,655.0609,507.48834,0.1764706,0.16129032
1,1,2,2,MOVE,720,838.34503,437.00378,0.10588236,0.87096775
1,1,2,1,MOVE,736,653.5067,493.52484,0.1764706,0.16129032
1,1,2,2,MOVE,736,837.3458,424.57642,0.10588236,0.87096775
1,1,2,1,MOVE,753,653.48944,479.0539,0.1764706,0.16129032
1,1,2,2,MOVE,753,837.3458,411.1388,0.10588236,0.87096775
1,1,2,1,MOVE,769,653.48944,464.59753,0.1764706,0.16129032
1,1,2,2,MOVE,769,837.3458,397.76892,0.10588236,0.87096775
1,1,2,1,MOVE,786,653.48944,451.94922,0.1764706,0.16129032
1,1,2,2,MOVE,786,837.3458,385.03284,0.10588236,0.87096775
1,1,2,1,MOVE,802,653.48944,441.1165,0.1764706,0.16129032
1,1,2,2,MOVE,802,837.3458,371.83145,0.10588236,0.87096775
1,1,2,1,MOVE,819,653.48944,429.25766,0.18039216,0.16129032
1,1,2,2,MOVE,819,837.3458,360.3438,0.10588236,0.87096775
1,1,2,1,MOVE,836,653.48944,419.70804,0.18039216,0.16129032
1,1,2,2,MOVE,836,836.0575,349.50647,0.10980393,0.9032258
1,1,2,1,MOVE,852,653.48944,407.71747,0.18039216,0.16129032
1,1,2,2,MOVE,852,836.3466,337.80484,0.1137255,0.9354838
1,1,2,1,MOVE,869,653.48944,396.70728,0.18039216,0.16129032
1,1,2,2,MOVE,869,836.3466,325.4013,0.121568635,1.0
1,1,2,1,MOVE,885,653.48944,384.90314,0.18039216,0.16129032
1,1,2,2,MOVE,885,836.3466,315.88553,0.1254902,0.12903225
1,1,2,1,MOVE,902,651.99646,374.04187,0.18039216,0.16129032
1,1,2,2,MOVE,902,836.3466,306.62036,0.12941177,0.12903225
1,1,2,1,MOVE,918,652.49023,364.51312,0.18039216,0.16129032
1,1,2,2,MOVE,918,836.3466,296.59802,0.13333334,0.12903225
1,1,3,1,MOVE,918,652.49023,364.51312,0.18039216,0.16129032
1,1,3,2,MOVE,918,836.3466,296.59802,0.13333334,0.12903225
1,1,3,3,DOWN,918,599.5316,618.19604,0.011764707,0.09677419
1,1,3,1,MOVE,929,652.49023,358.5206,0.18039216,0.16129032
1,1,3,2,MOVE,929,836.3466,291.60425,0.13333334,0.12903225
1,1,3,3,MOVE,929,599.5316,617.19727,0.015686275,0.12903225
1,1,3,3,UP,939,599.5316,617.19727,0.015686275,0.12903225
1,1,3,1,MOVE,939,652.49023,358.5206,0.18039216,0.16129032
1,1,3,2,MOVE,939,836.3466,291.60425,0.13333334,0.12903225
1,1,2,1,MOVE,951,652.49023,345.62845,0.18039216,0.16129032
1,1,2,2,MOVE,951,836.3466,280.86078,0.13333334,0.12903225
1,1,2,1,MOVE,971,652.49023,335.54932,0.18039216,0.16129032
1,1,2,2,MOVE,971,836.3466,268.63297,0.13333334,0.12903225
1,1,3,1,MOVE,971,652.49023,335.54932,0.18039216,0.16129032
1,1,3,2,MOVE,971,836.3466,268.63297,0.13333334,0.12903225
1,1,3,4,DOWN,971,598.5324,591.22974,0.015686275,0.12903225
1,1,3,1,MOVE,985,652.49023,329.25168,0.18431373,0.16129032
1,1,3,2,MOVE,985,836.3466,262.33533,0.13725491,0.12903225
1,1,3,4,MOVE,985,598.5324,590.23096,0.019607844,0.16129032
1,1,3,1,MOVE,1001,652.49023,322.50778,0.18823531,0.19354838
1,1,3,2,MOVE,1001,836.3466,255.40323,0.14117648,0.12903225
1,1,3,4,MOVE,1001,598.5324,589.4204,0.023529414,0.19354838
1,1,3,1,MOVE,1018,652.49023,314.7557,0.18823531,0.19354838
1,1,3,2,MOVE,1018,836.3466,249.20157,0.14901961,0.12903225
1,1,3,4,MOVE,1018,598.5324,587.87,0.03137255,0.2580645
1,1,3,1,MOVE,1034,652.49023,308.00952,0.18823531,0.19354838
1,1,3,2,MOVE,1034,836.3466,242.00687,0.14901961,0.12903225
1,1,3,4,MOVE,1034,598.5324,586.321,0.03529412,0.29032257
1,1,3,1,MOVE,1051,652.49023,301.72473,0.19215688,0.19354838
1,1,3,2,MOVE,1051,836.3466,235.80713,0.14901961,0.12903225
1,1,3,4,MOVE,1051,598.5324,583.3062,0.04705883,0.38709676
1,1,3,1,MOVE,1067,652.49023,295.52393,0.19215688,0.19354838
1,1,3,2,MOVE,1067,836.3466,230.62393,0.14901961,0.12903225
1,1,3,4,MOVE,1067,598.5324,580.2058,0.054901965,0.4516129
1,1,3,1,MOVE,1084,652.49023,290.89154,0.19215688,0.19354838
1,1,3,2,MOVE,1084,836.3466,225.9727,0.14901961,0.12903225
1,1,3,4,MOVE,1084,598.5324,575.53577,0.058823533,0.48387095
1,1,3,1,MOVE,1101,652.49023,286.24228,0.19215688,0.19354838
1,1,3,2,MOVE,1101,836.3466,221.32341,0.14901961,0.12903225
1,1,3,4,MOVE,1101,598.5324,570.8865,0.06666667,0.54838705
2,0,3,1,MOVE,1117,652.49023,281.58582,0.19215688,0.19354838
2,0,3,2,MOVE,1117,836.3466,217.66571,0.14901961,0.12903225
2,0,3,4,MOVE,1117,598.5324,566.9061,0.07058824,0.58064514
2,0,3,1,MOVE,1134,652.49023,276.97122,0.20000002,0.19354838
2,0,3,2,MOVE,1134,836.3466,213.0511,0.15294118,0.12903225
2,0,3,4,MOVE,1134,598.5324,563.8298,0.078431375,0.6451613
2,0,3,1,MOVE,1150,652.49023,272.2839,0.20392159,0.19354838
2,0,3,2,MOVE,1150,836.3466,208.36382,0.15294118,0.12903225
2,0,3,4,MOVE,1150,598.5324,560.7049,0.08235294,0.6774193
2,0,3,1,MOVE,1167,653.8191,267.6445,0.21176472,0.19354838
2,0,3,2,MOVE,1167,836.3466,203.72438,0.15294118,0.12903225
2,0,3,4,MOVE,1167,598.5324,557.61194,0.09019608,0.7419355
2,0,3,1,MOVE,1183,653.48944,264.86877,0.21176472,0.19354838
2,0,3,2,MOVE,1183,836.3466,199.06656,0.15294118,0.12903225
2,0,3,4,MOVE,1183,598.5324,554.62213,0.09411766,0.7741935
2,0,3,1,MOVE,1200,653.48944,263.2037,0.21176472,0.19354838
2,0,3,2,MOVE,1200,837.78156,195.85184,0.15294118,0.12903225
2,0,3,4,MOVE,1200,598.5324,551.4074,0.098039225,0.80645156
2,0,3,1,MOVE,1217,653.48944,259.65808,0.21176472,0.19354838
2,0,3,2,MOVE,1217,837.3458,193.73354,0.15294118,0.12903225
2,0,3,4,MOVE,1217,598.5324,547.2985,0.10196079,0.83870965
2,0,3,1,MOVE,1233,654.4887,257.56815,0.21176472,0.19354838
2,0,3,2,MOVE,1233,837.3458,190.6518,0.15686275,0.16129032
2,0,3,4,MOVE,1233,598.5324,544.74854,0.10196079,0.83870965
2,0,3,1,MOVE,1250,654.4887,254.47958,0.21176472,0.19354838
2,0,3,2,MOVE,1250,838.4305,188.6474,0.15686275,0.16129032
2,0,3,4,MOVE,1250,598.5324,542.12006,0.10588236,0.87096775
2,0,3,1,MOVE,1266,655.4879,252.36679,0.21176472,0.19354838
2,0,3,2,MOVE,1266,838.34503,185.45044,0.15686275,0.16129032
2,0,3,4,MOVE,1266,598.5324,539.65094,0.10980393,0.9032258
2,0,3,1,MOVE,1283,655.4879,249.27496,0.21176472,0.19354838
2,0,3,2,MOVE,1283,838.34503,183.54822,0.16078432,0.16129032
2,0,3,4,MOVE,1283,598.5324,536.9154,0.1137255,0.9354838
2,0,3,1,MOVE,1299,656.4871,247.1622,0.21176472,0.19354838
2,0,3,2,MOVE,1299,838.34503,180.24585,0.16078432,0.16129032
2,0,3,4,MOVE,1299,598.5324,534.55176,0.11764707,0.9677419
2,0,3,1,MOVE,1316,656.4871,244.07507,0.21176472,0.19354838
2,0,3,2,MOVE,1316,838.34503,178.45139,0.16078432,0.16129032
2,0,3,4,MOVE,1316,599.8257,531.7155,0.11764707,0.9677419
2,0,3,1,MOVE,1333,657.4863,241.9614,0.21176472,0.19354838
2,0,3,2,MOVE,1333,839.34424,175.04503,0.16078432,0.16129032
2,0,3,4,MOVE,1333,599.5316,529.45447,0.11764707,0.9677419
2,0,3,1,MOVE,1349,657.4863,238.85645,0.21176472,0.19354838
2,0,3,2,MOVE,1349,839.34424,173.34523,0.16078432,0.16129032
2,0,3,4,MOVE,1349,600.9374,526.49695,0.11764707,0.9677419
